Author ID,Title,Content,Publish Time,Likes,Favorites,Comments
蛮不讲黎,麻烦帮我p个女朋友 谢谢,我很喜欢笑，想把正能量传给身边的每一个人，而不是传播负能量，#喜欢女孩子  任何人都应该被温柔以待,2天前 广东,444,19,186
林壮士,和杰伦淋一场青春的雨！,#总要去看一场演唱会吧 #周杰伦厦门,6天前 福建,1669,54,125
momo,无锡文旅怕是脸都要笑烂了,"哈哈哈哈，流量给冲的tag都换了
#顺恨",07-01 四川,2127,146,290
vvbuu,感觉我爸是真正的专家,"谁是专家我还不知道吗
#大学把我害惨了",编辑于 07-08 北京,5万,5853,1947
瑞士辣妈CC,和瑞士人聊天我明白了国人焦虑的根本是恐惧,"今天午休时，丈夫回家聊起他们瑞士公司的一个同事。
“他女儿辞职了，”他说，“打算一个人去南美洲旅行半年，也没订具体路线，就想边走边看。”
我一边做饭一边脱口而出：“那她半年后打算干嘛？”
丈夫笑着看我一眼，“她爸说，随她吧哈哈，走着看呗。”
	
晚上跟闺蜜视频聊到这件事，她沉默了一下，说：
“你这反应，是我们典型的‘中国式焦虑’。”
那一刻我突然愣住了。
是啊，我们好像总是下意识地想知道“然后呢？”
好像人生所有的安排，都必须有一个清晰的路径，必须有个交代。
最近我发了一些瑞士的生活小片段，后台很多留言说：“你能这样，是因为在国外，有米，有底气有退路。”
	
我完全理解。但同时我也意识到——我们焦虑的根源，真的不是有没有退路，而是我们不敢失败。
	
以前，在我身边的这些外国同事，对失败的定义和我们完全不一样：Gap一年不是失败，三十多岁改行不是失败，没有存款也不是失败。
	
他们可以在35岁回学校重读一个专业，也可以在40岁放弃高薪工作去画画、去种菜。别人问他们：“你这样以后怎么办？”他们会耸耸肩，说：不知道，但我想试试。
	
可我们呢？
我们的人生轨道似乎早就被安排好：大学、工作、买房、结婚、生娃，一步都不能错。30岁还没买房会焦虑，35岁没结婚被催，哪怕某一步慢了半拍，就觉得人生要完蛋。
	
我们从小就被教育要赢在起跑线，怕被落下，怕被超越，怕走错一步就回不来了…
现实是中国人口太多竞争太大了，以至于当别人说要去gap一年，我们第一反应不是“哇，好羡慕”，而是“你以后怎么办？”
	
我坐在火车上看着窗外的阿尔卑斯山上，我突然有点懂了丈夫同事的心态：人生也许就该有那么几个时刻，允许自己不想太远。
	
毕竟，很多我们担心的“万一”，真的永远不会发生。
而就算发生了，也不一定是灾难，也许反而是另一个开始。
#海外生活 #文化差异 #东西方文化 #瑞士 #裸辞看世界",编辑于 7天前 意大利,2.6万,8867,4647
小正,李宇春的兵报道！,又见到了黄色大旗海！今天玉米们都太棒啦！#李宇春 #音乐节,6天前 湖南,37,2,评论
库酱.,谁懂啊，这个角色好可爱啊！,香肠派对#好可爱 #请选择 [PK]#,07-11 马来西亚,19,2,2
邱邱邱邱邱,权志龙吉隆坡超燃跳舞,权志龙吉隆坡演唱会day1#权志龙 #权志龙吉隆坡  #权志龙吉隆坡演唱会,昨天 22:05 北京,3545,471,153
幽灵日常,wm面试现场…这辈子没见过这么多大长腿美女！,#WM南京  #南京新百  #新百73周年庆#时髦精聚集地 #模特日常 #沉浸式逛街 #店员有种平静的疯感 #时尚行业打工 #每个人都是模特 #跟我一起逛街,编辑于 昨天 21:02 江苏,1507,391,399
陈昌文营销书籍讲书人-心仪2,,#老板思维 #商业思维 #企业管理,2天前 广东,3,4,评论
虾画展,战斗机座舱屏显系统|提示词分享,"提示词：a design sketch of the F-35 stealth fighter cockpit display system, featuring a 3D-rendered close-up of the panoramic touchscreen interface set against a pure white background. The main structure includes the multi-function panoramic display (MFPD) with segmented data zones: target acquisition radar feed, threat matrix grid, flight envelope indicator, and weapon status channel. Architectural interface details include soft-edge screen bevels, low-reflective anti-glare coating, tactile feedback zones, and side-mounted display mode toggles. Surrounding the main rendering are annotated avionics modules: left-hand throttle with sensor switches, pilot touchscreen glove interface, automatic terrain contour map overlay, and auxiliary data bus connector each marked with precise dimensional callouts and bilingual technical notes. --ar 3:4 --raw
﻿#AI﻿ ﻿#绘画﻿ ﻿#战斗机﻿ ﻿#全息衍射平显系统﻿ ﻿#军事﻿ ﻿#战斗机﻿ ﻿#军事迷﻿ ﻿#分享",07-02 浙江,1万,5628,225
学猫叫,肝已烂了坏8处,#感觉身体被掏空了 #养肝就是养命 #好气色靠肝养#身体发出的信号 #肝损伤症状#夏季养生#皮肤问题#眼睛不适#肝损伤影响,编辑于 3天前 河南,7,6,11
一辆,,"现实中遇到这辆小鹏陆地航母
有种装甲车上路的感觉
拥有C照的朋友，你觉得自己Hold得住吗？#种草此CAR #启光计划2.0 #小鹏汇天 #小鹏陆地航母",06-28 广东,1768,306,421
KACY,颖友见面会,#林志颖 呀，是我们久违的见面会呀，是我们好久不见的老林呀@林志颖 Jimmy,编辑于 07-08 福建,702,129,234
北卡蓝黄,海口再见 Eason再见 ！,"我的第三次fnds结束
天气不似预期，但要走 总要飞。
从厦门-潮汕-海口很特种兵的旅游方式去看Eason，幸运的事还有各位好知己，陪我唱歌天赐的福气，来时如夏日，聚散匆匆。
	
#陈奕迅海口演唱会 #赴一场青春的约会 #陈奕迅fnds #陈奕迅",06-20 福建,89,3,40
一米九六,勇闯自媒体第一天,嘻嘻嘻嘻嘻 我喜欢我的工作#勇闯自媒体 #一米八 #大帅哥,2小时前 河南,8,收藏,7
韩律师盈科,宗庆后算重婚罪吗？,"以下说法以网络流传的资料为依据，只为说明问题。
据说​宗庆后，不但有二房，还有三房。现在我的问题是宗庆后违反了什么？人设崩塌了吗？
​首先看宗庆后违反了什么？不管是以前的婚姻法还是现在民法典婚姻家庭编都规定了一夫一妻制，宗庆后有二房三房违反了一夫一妻制吗？并没有。因为，两部法律规定的婚姻关系中的结婚以有没有结婚登记为准，没有证据显示宗庆后和二房三房领了结婚证，没有违反婚姻法，没有违反一婚一妻制。违反了刑法重婚罪吗？违反了，确实违反了。重婚罪是亲告罪，要利害关系人提起自诉，只有法院确定被告人有罪才算有罪。虽然，宗庆后涉嫌违反了刑法关于重婚罪的条款，但法院没有确定他有罪，只能说他行为违反了刑法，但没有罪，对于驾鹤西去的人法院也不会审理，所以确定其无罪。
​大家都知道：法无禁止即自由，刑法虽然禁止重婚，但需要被害人主张才禁止。这么说来，只要被害人不主张重婚，重婚就是合法的。这么看的话，宗庆后重婚也是合法的。
​法律承认非婚子女与婚生子女享有平等的权利，又规定人人平等，那等于是非婚子女是没有任何区别与他人权利义务的地方，也就说他们是法律视角下的正常人。作为结果的非婚子女是法律意义的正常人和其他人并无区别，而作为产生这种结果的原因有什么不正常呢？如果说不正常，就是承认错误的原因产生了正常的结果。
​综上所述，宗庆后涉嫌违反了刑法，但没有犯罪，也没有违反民法。结论是没有违反法律。
​宗庆后人设崩塌了吗？上面分析了他的行为没有被法院确定有罪，不违反民法。那么违反道德了吗？只有违反了道德才判定人设崩塌。宗庆后的人设是什么？是爱国企业家，良心企业家。爱国不爱国，有没有良心与有没有二房三房是不同的问题，有二房三房不影响他是爱国企业家，是良心企业家。
​那么有二房三房是违反了什么道德？作为男女关系方面的道德，应该忠于一夫一妻的道德标准吗？是也不是。一般来说破坏别人家庭的男女关系才是违反了道德。如果是这个标准的话，有家庭的是宗庆后，破坏别人家庭的人是二房三房而不是宗庆后。还有一种违反男女关系的道德标准，就是乱搞。这种一直保持的男女关系，比较稳定的男女关系也不混乱，只是比较复古。应该违反现代社会的核心价值观，似乎，人们对此有比较高的容忍度，是不是不道德没有一致的看法。这么说来，好像人设也没有崩塌。这种社会现象成了定性的难题，聪明智慧的你一定有定论。",5天前 浙江,139,30,768
归桑,你们仨就这么组队啊？？,#用王者方式打开苏州 #王者荣耀 #孙家三兄妹陪你游苏州 #江东三兄妹 #孙权 #孙尚香 #孙策,编辑于 3天前 江苏,2473,402,32
那个拿冠军的赵家驹,2025崇礼100公里,今年不跑168公里了，跑100公里，本来想着前五就行，超出预期，得了季军……,07-11 河北,738,18,93
第十七版剧本^,,蹲好价应援扇和姓名牌！有没有老师接单#应援扇 #应援牌 #应援扇定制 #姓名牌 #姓名牌定制 #美工 #接单,6天前 广东,6,收藏,38
陈浩民,还好我是你亲哥，要是找别人谁肯帮你？,#情感#万万没想到#想不到吧我也没想到,6天前 上海,11,3,13
疯狂青蛙Music,I Love You So,#EuSemVocê﻿ ﻿#死別﻿ ﻿#ILoveYouSo﻿ ﻿#BeautifulPrincessDisorder﻿ ﻿#わるぐち﻿ ﻿#risesthemoon﻿ ﻿#汽水音乐﻿ ﻿#音乐推荐,7天前 广西,377,255,4
Brianna,作为创一代，对宗馥莉佩服的五体投地,"96年，坐标深圳，自己也有一家20多人的公司，对比宗馥莉来说，我不值一提
	
她到底有多强，才能力压两任继妻，两个只比她小十来岁的兄妹夺得控制权啊
	
看了宗馥莉十几年前的一个采访，那时候她大概三十岁，真的很牛，学识、谈吐、逻辑、品性、眼界、能力，不论哪个方面都是完完全全的大女主属性。
	
宗馥莉真是完完全全的大女主。逻辑清晰，野心勃勃同时又格局远大。 她想要的不是接班让企业存续下去，而是让中国企业走出去，让整个行业规范又强大起来。主持人问她能不能hold住这个东西，其实就是把她客体化，放在被审判的位置上。她立刻表示，不是这个问题，而是我要把这个行业做到如何如何，立刻表达了主体化的观点。
	
也就是说在她青春飞扬的十几二十岁她就已经知道了自己的野心，自己的使命并且依靠无比的智慧，勤奋和能力；吃透了老父亲的个性，并且团结一切可以团结的，扫荡一切阻碍她的；筑牢所有可以保护她的堡垒，磨尖一切可以冲刺的尖枪 。
	
—
有没有发现，时代变了，以前长辈和社会的规训，总让女孩子要听话、要乖乖的、要早点结婚。
	
好像不会有人跟女孩子说，你长大要创一番事业、要当老板。
	
但是不一样了，一切已经在悄悄变化。
	
把自己养成宗馥莉，爽文大女主的剧本，才是现在需要的。
把自己活成一个团队，把自己活成一家公司。用自己的双手和能力给自己创造想要的生活。
	
女孩子也可以有攻击性，女孩子也得有自己的事业，不需要依附于自己的丈夫或者是父亲。
	
张牙舞爪的，也可以是人生",2天前 广东,13,1,1
一捧金元宝,2.1w😋😋我姐以为我花了10万！,"图文内容均为已授权
#不懂就问有问必答 #省钱   #网购   #网购省钱   #网购省钱小妙招   #浪漫生话的记录者   #生活   #省钱攻略",13小时前 广东,219,314,8
為什麼不帶上我們白鳥沢,骗子还钱。,"12号在🍠找到这个人 当时还不知道他是骗子  因为煮包没有zfb啊 所以问他可不可以走v他同意了 加上v之后他把快递单号发给煮包 煮包也转了钱 本来以为要拿到一个备用机了 结果第二天发个消息他直接把煮包给拉黑了 就很生气啊 因为煮包不是第一次在v上收物了所以对所有人都很放心啊 谁知道会被骗啊 之后不甘心又去🍠上来找结果也被拉黑了 一句解释也没有啊 现在就很担心会不会快递来会是空的…毕竟他如果没有做亏心事就不会这么急着拉黑我啊
#网上被骗钱 #谨防上当受骗 #骗子远离我 #注意防诈骗 #注意防诈骗 #骗子请绕道 #防骗",6天前 浙江,289,28,415
ww,不好的项目只会让你越陷越深,刚暴雷跑路的新xx，好项目坏项目一眼就能看出来，自己不要盲目的去玩，玩点稳定的不好吗。#资金盘 #资金盘曝光 #资金盘骗局 #资金盘新盘,2天前 山东,1,收藏,12
太原古县城旅拍📷,太原丨宋制珍珠妆❗中式审美经典永不过时❗,"太原古县城丨
宋制珍珠妆真的美得如诗如画
大气端庄，温婉灵动，清冷感拉满
不愧是美到连央视都在推的珍珠妆
已经夸累了！珍珠妆真的绝美啊
#汉服 #古风妆造 #宋制汉服 #汉服写真 #宋制汉服 #汉服模特 #古典妆造 #原来穿上古装也能这么美 #汉服美人图鉴#云倾汉服馆",07-02 山西,1,收藏,评论
BF,,#路怒症 #F1 #f1赛车 #声浪 #竞技,3天前 吉林,15,4,4
欣欣,北京跟团被坑第一天,"在网上找的旅游跟团1100一个人，已被坑。提前好多天在网上订的，付了一百定金。第一天下午司机把我们从北京西站接到酒店大厅，查了下这个酒店是五星级温泉酒店感觉还不错，就没有多想。然后旅行社的人员跟我们对接，签合同，付尾款。中间出现了两个问题让我们产生了疑问，有两个需要额外付费的，第一，每个人要交一个60元的人身意外险。第二，景区摆渡车加什么东西不记得了一起390元每人，也是自愿购买。人身意外险是自愿的，但是你不交，他不会承担任何意外责任。僵持了好久，我再三强调我们一家人都有自己的意外险，不愿意买这个意外险，最后才没买。那个390元的自费费用也没交。
签完合同，按之前约定好的尾款付好以后，拿身份证到大厅前台开房，开好后，前台客服告知，我们旅游社订的酒店是在对面二楼居住，我问是否有电梯，客服说没有，我的心一下就提到嗓子眼了，不好，又被坑了，这下好了，尾款也付了，这也没办法了。对面是一个温泉水世界，小孩子玩水的地方。想着来北京一趟也不容易，就将就着玩玩这几天，没想到后面还有很多坑等着你
最糟心的是我们住的酒店离天安门30多公里，附近最近的地铁有五六公里，想要出行真的很不方便#旅游中的小遗憾 #北京旅行 #踩坑",昨天 19:50 北京,135,46,950
